Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,13 - 15 years,500 - 999 grams,1 - 23 hours,17.0,635.0,27.14 (Unreliable),2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,16 years and over,499 grams or less,Under 1 hour,44.0,229.0,190.18,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,16 years and over,499 grams or less,1 - 23 hours,42.0,229.0,181.9,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,16 years and over,500 - 999 grams,Under 1 hour,16.0,965.0,16.89 (Unreliable),2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,16 years and over,500 - 999 grams,1 - 23 hours,31.0,965.0,32.39,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,16 years and over,500 - 999 grams,1 - 6 days,14.0,965.0,14.78 (Unreliable),2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,Not stated/Not on certificate,499 grams or less,1 - 23 hours,11.0,56.0,198.52 (Unreliable),2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,14.0,107.0,132.81 (Unreliable),2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",40-44 years,12 years,499 grams or less,1 - 23 hours,19.0,61.0,313.51 (Unreliable),2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",40-44 years,13 - 15 years,499 grams or less,1 - 23 hours,12.0,48.0,253.85 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,0 -  8 years,499 grams or less,Under 1 hour,10.0,49.0,205.29 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,0 -  8 years,500 - 999 grams,1 - 23 hours,13.0,206.0,64.58 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,9 - 11 years,499 grams or less,Under 1 hour,56.0,403.0,137.73,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,9 - 11 years,499 grams or less,1 - 23 hours,85.0,403.0,211.47,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,9 - 11 years,500 - 999 grams,Under 1 hour,23.0,1607.0,14.46,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,9 - 11 years,500 - 999 grams,1 - 23 hours,54.0,1607.0,33.35,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,9 - 11 years,500 - 999 grams,1 - 6 days,17.0,1607.0,10.79 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,12 years,499 grams or less,Under 1 hour,30.0,282.0,107.46,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,12 years,499 grams or less,1 - 23 hours,61.0,282.0,214.95,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,12 years,500 - 999 grams,Under 1 hour,14.0,995.0,14.26 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,12 years,500 - 999 grams,1 - 23 hours,33.0,995.0,32.7,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,12 years,500 - 999 grams,1 - 6 days,12.0,995.0,12.30 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,10.0,93.0,109.45 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,0 -  8 years,499 grams or less,Under 1 hour,11.0,55.0,203.44 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,0 -  8 years,500 - 999 grams,1 - 23 hours,11.0,219.0,51.07 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,9 - 11 years,499 grams or less,Under 1 hour,24.0,346.0,70.03,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,9 - 11 years,499 grams or less,1 - 23 hours,82.0,346.0,237.13,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,9 - 11 years,500 - 999 grams,Under 1 hour,16.0,1213.0,13.43 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,9 - 11 years,500 - 999 grams,1 - 23 hours,33.0,1213.0,26.9,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,12 years,499 grams or less,Under 1 hour,73.0,733.0,99.09,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,12 years,499 grams or less,1 - 23 hours,142.0,733.0,193.93,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,12 years,499 grams or less,1 - 6 days,11.0,733.0,15.04 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,12 years,500 - 999 grams,Under 1 hour,35.0,2456.0,14.08,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,12 years,500 - 999 grams,1 - 23 hours,60.0,2456.0,24.34,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,12 years,500 - 999 grams,1 - 6 days,21.0,2456.0,8.63,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,13 - 15 years,499 grams or less,Under 1 hour,46.0,361.0,128.53,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,13 - 15 years,499 grams or less,1 - 23 hours,65.0,361.0,180.24,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,13 - 15 years,500 - 999 grams,Under 1 hour,26.0,1222.0,21.53,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,13 - 15 years,500 - 999 grams,1 - 23 hours,39.0,1222.0,32.3,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,13 - 15 years,500 - 999 grams,1 - 6 days,19.0,1222.0,15.87 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,16 years and over,499 grams or less,1 - 23 hours,15.0,92.0,165.80 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,Not stated/Not on certificate,499 grams or less,Under 1 hour,24.0,119.0,204.07,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,Not stated/Not on certificate,499 grams or less,1 - 23 hours,24.0,119.0,204.15,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,10.0,148.0,69.61 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,0 -  8 years,499 grams or less,1 - 23 hours,16.0,79.0,208.47 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,9 - 11 years,499 grams or less,Under 1 hour,16.0,169.0,97.33 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,9 - 11 years,499 grams or less,1 - 23 hours,26.0,169.0,151.61,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,9 - 11 years,500 - 999 grams,1 - 23 hours,12.0,608.0,19.88 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,12 years,499 grams or less,Under 1 hour,56.0,528.0,105.53,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,12 years,499 grams or less,1 - 23 hours,102.0,528.0,192.4,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,12 years,500 - 999 grams,Under 1 hour,20.0,1748.0,11.59,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,12 years,500 - 999 grams,1 - 23 hours,44.0,1748.0,25.0,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,12 years,500 - 999 grams,1 - 6 days,11.0,1748.0,6.33 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,12 years,500 - 999 grams,7 - 27 days,10.0,1748.0,5.74 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,13 - 15 years,499 grams or less,Under 1 hour,40.0,401.0,98.87,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,13 - 15 years,499 grams or less,1 - 23 hours,79.0,401.0,197.45,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,13 - 15 years,499 grams or less,1 - 6 days,10.0,401.0,25.43 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,13 - 15 years,500 - 999 grams,Under 1 hour,13.0,1306.0,10.08 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,13 - 15 years,500 - 999 grams,1 - 23 hours,42.0,1306.0,31.92,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,13 - 15 years,500 - 999 grams,1 - 6 days,10.0,1306.0,7.72 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,16 years and over,499 grams or less,Under 1 hour,23.0,291.0,80.15,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,16 years and over,499 grams or less,1 - 23 hours,46.0,291.0,156.62,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,16 years and over,500 - 999 grams,Under 1 hour,17.0,1182.0,14.58 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,16 years and over,500 - 999 grams,1 - 23 hours,33.0,1182.0,27.58,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,16 years and over,500 - 999 grams,1 - 6 days,11.0,1182.0,9.42 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,Not stated/Not on certificate,499 grams or less,Under 1 hour,11.0,128.0,86.97 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,Not stated/Not on certificate,499 grams or less,1 - 23 hours,21.0,128.0,167.1,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,12.0,155.0,79.84 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,0 -  8 years,499 grams or less,1 - 23 hours,10.0,48.0,212.92 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,9 - 11 years,499 grams or less,1 - 23 hours,17.0,128.0,135.54 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,12 years,499 grams or less,Under 1 hour,66.0,402.0,164.44,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,12 years,499 grams or less,1 - 23 hours,70.0,402.0,174.24,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,12 years,500 - 999 grams,Under 1 hour,26.0,1306.0,20.26,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,12 years,500 - 999 grams,1 - 23 hours,37.0,1306.0,28.02,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,13 - 15 years,499 grams or less,Under 1 hour,32.0,317.0,102.03,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,13 - 15 years,499 grams or less,1 - 23 hours,56.0,317.0,175.86,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,13 - 15 years,500 - 999 grams,Under 1 hour,17.0,1115.0,15.44 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,13 - 15 years,500 - 999 grams,1 - 23 hours,24.0,1115.0,21.83,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,13 - 15 years,500 - 999 grams,1 - 6 days,17.0,1115.0,15.52 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,16 years and over,499 grams or less,Under 1 hour,69.0,502.0,137.51,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,16 years and over,499 grams or less,1 - 23 hours,83.0,502.0,165.8,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,16 years and over,500 - 999 grams,Under 1 hour,20.0,1671.0,12.14,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,16 years and over,500 - 999 grams,1 - 23 hours,47.0,1671.0,27.95,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,Not stated/Not on certificate,499 grams or less,Under 1 hour,16.0,142.0,115.01 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,Not stated/Not on certificate,499 grams or less,1 - 23 hours,28.0,142.0,199.37,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,14.0,140.0,96.58 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,12 years,499 grams or less,Under 1 hour,18.0,184.0,99.77 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,12 years,499 grams or less,1 - 23 hours,36.0,184.0,193.86,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,12 years,500 - 999 grams,Under 1 hour,12.0,750.0,16.34 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,12 years,500 - 999 grams,1 - 23 hours,26.0,750.0,35.17,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,13 - 15 years,499 grams or less,Under 1 hour,13.0,165.0,79.18 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,13 - 15 years,499 grams or less,1 - 23 hours,29.0,165.0,178.24,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,13 - 15 years,500 - 999 grams,1 - 23 hours,12.0,635.0,19.22 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,16 years and over,499 grams or less,Under 1 hour,34.0,229.0,146.33,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,16 years and over,499 grams or less,1 - 23 hours,28.0,229.0,124.38,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,16 years and over,500 - 999 grams,Under 1 hour,14.0,965.0,14.80 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,16 years and over,500 - 999 grams,1 - 23 hours,23.0,965.0,23.98,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,16 years and over,500 - 999 grams,1 - 6 days,13.0,965.0,13.69 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39 years,Not stated/Not on certificate,500 - 999 grams,1 - 23 hours,11.0,107.0,103.98 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",40-44 years,12 years,499 grams or less,1 - 23 hours,15.0,61.0,247.65 (Unreliable),2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",40-44 years,13 - 15 years,499 grams or less,1 - 23 hours,10.0,48.0,211.18 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",15-19 years,9 - 11 years,499 grams or less,Under 1 hour,22.0,403.0,55.69,2003
"Other low birth weight or preterm (P07.1,P07.3)",15-19 years,9 - 11 years,499 grams or less,1 - 23 hours,25.0,403.0,62.95,2003
"Other low birth weight or preterm (P07.1,P07.3)",15-19 years,9 - 11 years,500 - 999 grams,Under 1 hour,18.0,1607.0,11.48 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",15-19 years,9 - 11 years,500 - 999 grams,1 - 23 hours,10.0,1607.0,6.26 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",15-19 years,12 years,499 grams or less,Under 1 hour,13.0,282.0,46.55 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",15-19 years,12 years,499 grams or less,1 - 23 hours,12.0,282.0,43.38 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,9 - 11 years,499 grams or less,Under 1 hour,15.0,346.0,43.82 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,9 - 11 years,499 grams or less,1 - 23 hours,16.0,346.0,46.94 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,9 - 11 years,500 - 999 grams,1 - 23 hours,11.0,1213.0,9.28 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,12 years,499 grams or less,Under 1 hour,38.0,733.0,52.5,2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,12 years,499 grams or less,1 - 23 hours,47.0,733.0,63.54,2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,12 years,500 - 999 grams,Under 1 hour,15.0,2456.0,6.18 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,13 - 15 years,499 grams or less,Under 1 hour,18.0,361.0,50.48 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,13 - 15 years,499 grams or less,1 - 23 hours,20.0,361.0,55.93,2003
"Other low birth weight or preterm (P07.1,P07.3)",20-24 years,Not stated/Not on certificate,499 grams or less,Under 1 hour,12.0,119.0,102.26 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,12 years,499 grams or less,Under 1 hour,29.0,528.0,55.53,2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,12 years,499 grams or less,1 - 23 hours,18.0,528.0,34.24 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,12 years,500 - 999 grams,Under 1 hour,13.0,1748.0,7.64 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,13 - 15 years,499 grams or less,Under 1 hour,25.0,401.0,62.93,2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,13 - 15 years,499 grams or less,1 - 23 hours,19.0,401.0,48.14 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,13 - 15 years,500 - 999 grams,1 - 23 hours,10.0,1306.0,7.87 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,16 years and over,499 grams or less,Under 1 hour,15.0,291.0,52.02 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,16 years and over,499 grams or less,1 - 23 hours,15.0,291.0,52.39 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",25-29 years,Not stated/Not on certificate,499 grams or less,Under 1 hour,11.0,128.0,86.35 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",30-34 years,12 years,499 grams or less,Under 1 hour,15.0,402.0,37.63 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",30-34 years,12 years,499 grams or less,1 - 23 hours,25.0,402.0,63.2,2003
"Other low birth weight or preterm (P07.1,P07.3)",30-34 years,13 - 15 years,499 grams or less,Under 1 hour,14.0,317.0,44.45 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",30-34 years,13 - 15 years,499 grams or less,1 - 23 hours,12.0,317.0,38.21 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",30-34 years,16 years and over,499 grams or less,Under 1 hour,21.0,502.0,42.06,2003
"Other low birth weight or preterm (P07.1,P07.3)",30-34 years,16 years and over,499 grams or less,1 - 23 hours,31.0,502.0,62.33,2003
"Other low birth weight or preterm (P07.1,P07.3)",30-34 years,16 years and over,500 - 999 grams,1 - 23 hours,10.0,1671.0,6.07 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",30-34 years,Not stated/Not on certificate,499 grams or less,1 - 23 hours,10.0,142.0,71.51 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",35-39 years,12 years,499 grams or less,Under 1 hour,14.0,184.0,77.01 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",35-39 years,16 years and over,499 grams or less,Under 1 hour,10.0,229.0,43.85 (Unreliable),2003
"Other low birth weight or preterm (P07.1,P07.3)",35-39 years,16 years and over,499 grams or less,1 - 23 hours,13.0,229.0,57.52 (Unreliable),2003
#Respiratory distress of newborn (P22),15-19 years,9 - 11 years,500 - 999 grams,1 - 23 hours,20.0,1607.0,12.58,2003
#Respiratory distress of newborn (P22),15-19 years,9 - 11 years,500 - 999 grams,1 - 6 days,15.0,1607.0,9.48 (Unreliable),2003
#Respiratory distress of newborn (P22),15-19 years,12 years,500 - 999 grams,1 - 6 days,15.0,995.0,15.45 (Unreliable),2003
#Respiratory distress of newborn (P22),20-24 years,9 - 11 years,500 - 999 grams,1 - 6 days,11.0,1213.0,9.28 (Unreliable),2003
#Respiratory distress of newborn (P22),20-24 years,12 years,500 - 999 grams,1 - 23 hours,21.0,2456.0,8.66,2003
#Respiratory distress of newborn (P22),20-24 years,12 years,500 - 999 grams,1 - 6 days,32.0,2456.0,13.22,2003
#Respiratory distress of newborn (P22),20-24 years,12 years,500 - 999 grams,7 - 27 days,14.0,2456.0,5.71 (Unreliable),2003
#Respiratory distress of newborn (P22),20-24 years,13 - 15 years,500 - 999 grams,7 - 27 days,15.0,1222.0,12.32 (Unreliable),2003
#Respiratory distress of newborn (P22),25-29 years,12 years,500 - 999 grams,1 - 23 hours,19.0,1748.0,11.01 (Unreliable),2003
#Respiratory distress of newborn (P22),25-29 years,12 years,500 - 999 grams,1 - 6 days,19.0,1748.0,11.02 (Unreliable),2003
#Respiratory distress of newborn (P22),25-29 years,12 years,500 - 999 grams,7 - 27 days,15.0,1748.0,8.62 (Unreliable),2003
#Respiratory distress of newborn (P22),25-29 years,13 - 15 years,500 - 999 grams,1 - 6 days,10.0,1306.0,7.82 (Unreliable),2003
#Respiratory distress of newborn (P22),25-29 years,16 years and over,500 - 999 grams,1 - 6 days,11.0,1182.0,9.43 (Unreliable),2003
#Respiratory distress of newborn (P22),30-34 years,12 years,500 - 999 grams,1 - 6 days,13.0,1306.0,10.00 (Unreliable),2003
#Respiratory distress of newborn (P22),30-34 years,16 years and over,500 - 999 grams,1 - 23 hours,19.0,1671.0,11.55 (Unreliable),2003
#Respiratory distress of newborn (P22),30-34 years,16 years and over,500 - 999 grams,1 - 6 days,18.0,1671.0,10.98 (Unreliable),2003
#Respiratory distress of newborn (P22),30-34 years,16 years and over,500 - 999 grams,7 - 27 days,12.0,1671.0,7.22 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),15-19 years,9 - 11 years,500 - 999 grams,1 - 23 hours,12.0,1607.0,7.63 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),15-19 years,9 - 11 years,500 - 999 grams,1 - 6 days,17.0,1607.0,10.80 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),15-19 years,9 - 11 years,500 - 999 grams,7 - 27 days,10.0,1607.0,6.23 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),15-19 years,9 - 11 years,500 - 999 grams,28 - 364 days,12.0,1607.0,7.49 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),15-19 years,12 years,500 - 999 grams,28 - 364 days,10.0,995.0,10.12 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),20-24 years,9 - 11 years,500 - 999 grams,1 - 23 hours,11.0,1213.0,9.18 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),20-24 years,9 - 11 years,500 - 999 grams,1 - 6 days,14.0,1213.0,11.80 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),20-24 years,12 years,500 - 999 grams,1 - 23 hours,16.0,2456.0,6.62 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),20-24 years,12 years,500 - 999 grams,1 - 6 days,19.0,2456.0,7.82 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),20-24 years,12 years,500 - 999 grams,7 - 27 days,17.0,2456.0,6.95 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),20-24 years,12 years,500 - 999 grams,28 - 364 days,17.0,2456.0,6.96 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),20-24 years,13 - 15 years,500 - 999 grams,1 - 23 hours,11.0,1222.0,9.06 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),20-24 years,13 - 15 years,500 - 999 grams,7 - 27 days,11.0,1222.0,9.02 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),25-29 years,12 years,500 - 999 grams,1 - 23 hours,10.0,1748.0,5.80 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),25-29 years,12 years,500 - 999 grams,1 - 6 days,15.0,1748.0,8.77 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),25-29 years,12 years,500 - 999 grams,7 - 27 days,13.0,1748.0,7.45 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),25-29 years,12 years,500 - 999 grams,28 - 364 days,15.0,1748.0,8.63 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),25-29 years,13 - 15 years,500 - 999 grams,1 - 6 days,10.0,1306.0,7.75 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),30-34 years,12 years,500 - 999 grams,1 - 23 hours,17.0,1306.0,13.20 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),30-34 years,12 years,500 - 999 grams,28 - 364 days,11.0,1306.0,8.49 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),30-34 years,16 years and over,499 grams or less,Under 1 hour,10.0,502.0,20.41 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),30-34 years,16 years and over,500 - 999 grams,1 - 6 days,16.0,1671.0,9.67 (Unreliable),2003
Other respiratory conditions originating in the perinatal period (P23-P28),35-39 years,16 years and over,500 - 999 grams,1 - 6 days,11.0,965.0,11.57 (Unreliable),2003
#Pulmonary hemorrhage originating in the perinatal period (P26),15-19 years,9 - 11 years,500 - 999 grams,1 - 6 days,10.0,1607.0,6.36 (Unreliable),2003
#Pulmonary hemorrhage originating in the perinatal period (P26),20-24 years,12 years,500 - 999 grams,1 - 6 days,10.0,2456.0,4.11 (Unreliable),2003
#Pulmonary hemorrhage originating in the perinatal period (P26),30-34 years,16 years and over,500 - 999 grams,1 - 6 days,10.0,1671.0,6.04 (Unreliable),2003
#Chronic respiratory disease originating in the perinatal period (P27),15-19 years,9 - 11 years,500 - 999 grams,28 - 364 days,12.0,1607.0,7.49 (Unreliable),2003
#Chronic respiratory disease originating in the perinatal period (P27),15-19 years,12 years,500 - 999 grams,28 - 364 days,10.0,995.0,10.12 (Unreliable),2003
#Chronic respiratory disease originating in the perinatal period (P27),20-24 years,12 years,500 - 999 grams,28 - 364 days,16.0,2456.0,6.55 (Unreliable),2003
#Chronic respiratory disease originating in the perinatal period (P27),25-29 years,12 years,500 - 999 grams,28 - 364 days,13.0,1748.0,7.48 (Unreliable),2003
