Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
Other perinatal conditions,15-19,High School Incomplete,500 - 999,1 - 23,19,1705,11.143695014662757,2001
Other perinatal conditions,15-19,High School Incomplete,500 - 999,24 - 144,16,1705,9.3841642228739,2001
Other perinatal conditions,15-19,High School Incomplete,500 - 999,189 - 648,12,1705,7.038123167155425,2001
Other perinatal conditions,15-19,High School Graduate,200 - 499,1 - 23,11,282,39.00709219858156,2001
Other perinatal conditions,15-19,High School Graduate,500 - 999,24 - 144,14,1123,12.466607301869992,2001
Other perinatal conditions,20-24,High School Incomplete,200 - 499,1 - 23,12,337,35.60830860534125,2001
Other perinatal conditions,20-24,High School Graduate,200 - 499,0 - 1,10,709,14.104372355430185,2001
Other perinatal conditions,20-24,High School Graduate,200 - 499,1 - 23,17,709,23.97743300423131,2001
Other perinatal conditions,20-24,High School Graduate,500 - 999,0 - 1,12,2574,4.662004662004662,2001
Other perinatal conditions,20-24,High School Graduate,500 - 999,1 - 23,27,2574,10.48951048951049,2001
Other perinatal conditions,20-24,High School Graduate,500 - 999,24 - 144,22,2574,8.547008547008549,2001
Other perinatal conditions,20-24,High School Graduate,500 - 999,189 - 648,12,2574,4.662004662004662,2001
Other perinatal conditions,20-24,Some College Education,200 - 499,1 - 23,15,354,42.3728813559322,2001
Other perinatal conditions,25-29,High School Graduate,500 - 999,1 - 23,13,1889,6.881948120698782,2001
Other perinatal conditions,25-29,High School Graduate,500 - 999,24 - 144,11,1889,5.823186871360508,2001
Other perinatal conditions,25-29,High School Graduate,500 - 999,189 - 648,10,1889,5.293806246691371,2001
Other perinatal conditions,25-29,College Graduate or Higher,500 - 999,1 - 23,14,1104,12.681159420289855,2001
Other perinatal conditions,30-34,High School Graduate,200 - 499,1 - 23,22,367,59.945504087193456,2001
Other perinatal conditions,30-34,High School Graduate,500 - 999,1 - 23,13,1397,9.305654974946313,2001
Other perinatal conditions,30-34,High School Graduate,500 - 999,24 - 144,11,1397,7.874015748031496,2001
Other perinatal conditions,35-39,Some College Education,200 - 499,1 - 23,11,160,68.75,2001
Other perinatal conditions,35-39,College Graduate or Higher,200 - 499,0 - 1,10,253,39.52569169960474,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,200 - 499,0 - 1,12,424,28.30188679245283,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,500 - 999,1 - 23,11,1705,6.451612903225806,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,1000 - 1499,1 - 23,12,2068,5.802707930367505,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,1500 - 1999,1 - 23,14,4219,3.3183218772220906,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,1500 - 1999,672 - 8736,15,4219,3.55534486845224,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,2000 - 2499,1 - 23,14,14173,0.9877936922317082,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,2000 - 2499,24 - 144,10,14173,0.7055669230226487,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,2000 - 2499,189 - 648,15,14173,1.058350384533973,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,2000 - 2499,672 - 8736,19,14173,1.3405771537430324,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,2500 - 2999,1 - 23,11,31891,0.344924900442131,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,2500 - 2999,24 - 144,12,31891,0.3762817095732338,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,2500 - 2999,189 - 648,16,31891,0.5017089460976452,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,2500 - 2999,672 - 8736,34,31891,1.0661315104574958,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,3000 - 3499,189 - 648,12,31891,0.3762817095732338,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Incomplete,3000 - 3499,672 - 8736,19,31891,0.5957793734909536,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Graduate,2000 - 2499,1 - 23,12,8310,1.4440433212996389,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Graduate,2000 - 2499,672 - 8736,10,8310,1.203369434416366,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Graduate,2500 - 2999,24 - 144,11,31639,0.347672176743892,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Graduate,2500 - 2999,672 - 8736,22,31639,0.695344353487784,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Graduate,3000 - 3499,189 - 648,10,31891,0.3135680913110282,2001
"Congenital malformations, deformations and chromosomal abnormalities",15-19,High School Graduate,3000 - 3499,672 - 8736,17,31891,0.5330657552287479,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,1500 - 1999,24 - 144,13,3510,3.7037037037037037,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,1500 - 1999,672 - 8736,12,3510,3.4188034188034186,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,2000 - 2499,1 - 23,13,12140,1.070840197693575,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,2000 - 2499,24 - 144,10,12140,0.8237232289950577,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,2000 - 2499,189 - 648,11,12140,0.9060955518945635,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,2000 - 2499,672 - 8736,16,12140,1.3179571663920921,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,2500 - 2999,24 - 144,10,31891,0.3135680913110282,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,2500 - 2999,672 - 8736,21,31891,0.6584929917531592,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,3000 - 3499,24 - 144,10,31891,0.3135680913110282,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,3000 - 3499,189 - 648,11,31891,0.344924900442131,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Incomplete,3000 - 3499,672 - 8736,19,31891,0.5957793734909536,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,200 - 499,1 - 23,13,709,18.335684062059237,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,500 - 999,0 - 1,14,2574,5.439005439005439,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,500 - 999,1 - 23,24,2574,9.324009324009324,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,500 - 999,672 - 8736,14,2574,5.439005439005439,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,1000 - 1499,0 - 1,12,3201,3.7488284910965324,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,1000 - 1499,1 - 23,24,3201,7.497656982193065,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,1000 - 1499,24 - 144,15,3201,4.686035613870665,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,1500 - 1999,0 - 1,12,6562,1.8287107589149652,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,1500 - 1999,1 - 23,25,6562,3.809814081072844,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,1500 - 1999,24 - 144,15,6562,2.285888448643706,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,1500 - 1999,189 - 648,19,6562,2.8954587016153615,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,1500 - 1999,672 - 8736,18,6562,2.7430661383724475,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,2000 - 2499,1 - 23,17,22204,0.7656278148081427,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,2000 - 2499,24 - 144,24,22204,1.080886326787966,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,2000 - 2499,189 - 648,20,22204,0.9007386056566384,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,2000 - 2499,672 - 8736,47,22204,2.1167357232931003,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,2500 - 2999,1 - 23,15,31891,0.47035213696654227,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,2500 - 2999,24 - 144,23,31891,0.7212066100153649,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,2500 - 2999,189 - 648,26,31891,0.8152770374086733,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,2500 - 2999,672 - 8736,54,31891,1.693267693079552,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,3000 - 3499,1 - 23,13,31891,0.40763851870433665,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,3000 - 3499,24 - 144,19,31891,0.5957793734909536,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,3000 - 3499,189 - 648,34,31891,1.0661315104574958,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,3000 - 3499,672 - 8736,40,31891,1.2542723652441128,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,3500 - 3999,189 - 648,10,31891,0.3135680913110282,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,High School Graduate,3500 - 3999,672 - 8736,13,31891,0.40763851870433665,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,Some College Education,1000 - 1499,1 - 23,13,1485,8.754208754208754,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,Some College Education,2000 - 2499,672 - 8736,20,10060,1.9880715705765406,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,Some College Education,2500 - 2999,672 - 8736,22,31891,0.689849800884262,2001
"Congenital malformations, deformations and chromosomal abnormalities",20-24,Some College Education,3000 - 3499,672 - 8736,22,31891,0.689849800884262,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Incomplete,1500 - 1999,1 - 23,10,1658,6.031363088057901,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Incomplete,2000 - 2499,1 - 23,11,5647,1.9479369576766425,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Incomplete,2500 - 2999,672 - 8736,15,19373,0.7742734733908017,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Incomplete,3000 - 3499,672 - 8736,18,31891,0.5644225643598507,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,200 - 499,1 - 23,10,554,18.050541516245488,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,500 - 999,0 - 1,10,1889,5.293806246691371,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,1000 - 1499,1 - 23,12,2318,5.176876617773942,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,1000 - 1499,24 - 144,13,2318,5.608283002588439,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,1500 - 1999,0 - 1,12,4456,2.6929982046678638,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,1500 - 1999,1 - 23,20,4456,4.488330341113106,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,2000 - 2499,1 - 23,23,14621,1.573079816702004,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,2000 - 2499,24 - 144,10,14621,0.6839477463921757,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,2000 - 2499,189 - 648,18,14621,1.2311059435059162,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,2000 - 2499,672 - 8736,18,14621,1.2311059435059162,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,2500 - 2999,1 - 23,16,31891,0.5017089460976452,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,2500 - 2999,24 - 144,15,31891,0.47035213696654227,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,2500 - 2999,189 - 648,17,31891,0.5330657552287479,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,2500 - 2999,672 - 8736,31,31891,0.9720610830641874,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,3000 - 3499,189 - 648,12,31891,0.3762817095732338,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,3000 - 3499,672 - 8736,33,31891,1.034774701326393,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,High School Graduate,3500 - 3999,672 - 8736,15,31891,0.47035213696654227,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,500 - 999,0 - 1,11,1335,8.239700374531836,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,1500 - 1999,672 - 8736,15,3488,4.3004587155963305,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,2000 - 2499,1 - 23,10,10854,0.9213193292795283,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,2000 - 2499,672 - 8736,14,10854,1.2898470609913395,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,2500 - 2999,1 - 23,15,31891,0.47035213696654227,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,2500 - 2999,24 - 144,17,31891,0.5330657552287479,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,2500 - 2999,672 - 8736,23,31891,0.7212066100153649,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,3000 - 3499,189 - 648,17,31891,0.5330657552287479,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,Some College Education,3000 - 3499,672 - 8736,28,31891,0.877990655670879,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,500 - 999,1 - 23,12,1104,10.869565217391305,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,1000 - 1499,0 - 1,12,1656,7.246376811594203,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2000 - 2499,1 - 23,11,10572,1.0404842981460463,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2000 - 2499,189 - 648,10,10572,0.9458948164964056,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2000 - 2499,672 - 8736,12,10572,1.1350737797956867,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2500 - 2999,24 - 144,14,31891,0.4389953278354395,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2500 - 2999,189 - 648,16,31891,0.5017089460976452,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2500 - 2999,672 - 8736,16,31891,0.5017089460976452,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,3000 - 3499,672 - 8736,14,31891,0.4389953278354395,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,500 - 999,1 - 23,11,1397,7.874015748031496,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,1000 - 1499,1 - 23,11,1737,6.332757628094416,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,1500 - 1999,1 - 23,13,3594,3.617139677239844,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,1500 - 1999,24 - 144,10,3594,2.7824151363383414,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,1500 - 1999,672 - 8736,11,3594,3.060656649972176,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2000 - 2499,1 - 23,12,10409,1.1528484964934191,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2000 - 2499,672 - 8736,10,10409,0.9607070804111826,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2500 - 2999,189 - 648,11,31891,0.344924900442131,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2500 - 2999,672 - 8736,25,31891,0.7839202282775705,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,3000 - 3499,189 - 648,15,31891,0.47035213696654227,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,3000 - 3499,672 - 8736,13,31891,0.40763851870433665,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,3500 - 3999,672 - 8736,14,31891,0.4389953278354395,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,200 - 499,1 - 23,10,315,31.746031746031743,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,1000 - 1499,1 - 23,12,1491,8.048289738430585,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,1500 - 1999,1 - 23,12,3092,3.8809831824062098,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2000 - 2499,672 - 8736,10,8869,1.1275228323373547,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2500 - 2999,1 - 23,10,30790,0.32478077297823965,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2500 - 2999,189 - 648,13,30790,0.4222150048717116,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2500 - 2999,672 - 8736,15,30790,0.4871711594673595,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,3000 - 3499,24 - 144,12,31891,0.3762817095732338,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,3000 - 3499,672 - 8736,14,31891,0.4389953278354395,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,200 - 499,1 - 23,16,412,38.83495145631068,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,500 - 999,1 - 23,13,1707,7.615700058582308,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1000 - 1499,1 - 23,13,2432,5.345394736842105,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1500 - 1999,1 - 23,17,5341,3.182924545965175,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1500 - 1999,24 - 144,15,5341,2.8084628346751543,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1500 - 1999,672 - 8736,13,5341,2.434001123385134,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2000 - 2499,1 - 23,12,15444,0.777000777000777,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2000 - 2499,24 - 144,21,15444,1.3597513597513597,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2000 - 2499,189 - 648,12,15444,0.777000777000777,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2500 - 2999,1 - 23,14,31891,0.4389953278354395,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2500 - 2999,24 - 144,20,31891,0.6271361826220564,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2500 - 2999,189 - 648,11,31891,0.344924900442131,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2500 - 2999,672 - 8736,22,31891,0.689849800884262,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,3000 - 3499,24 - 144,13,31891,0.40763851870433665,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,3000 - 3499,189 - 648,16,31891,0.5017089460976452,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,3000 - 3499,672 - 8736,27,31891,0.846633846539776,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,3500 - 3999,672 - 8736,13,31891,0.40763851870433665,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,High School Graduate,2000 - 2499,672 - 8736,14,5967,2.346237640355288,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,High School Graduate,2500 - 2999,672 - 8736,10,17088,0.5852059925093633,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,High School Graduate,3000 - 3499,672 - 8736,13,31891,0.40763851870433665,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,Some College Education,1500 - 1999,1 - 23,10,1887,5.299417064122946,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,Some College Education,1500 - 1999,672 - 8736,11,1887,5.829358770535241,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,Some College Education,2500 - 2999,672 - 8736,12,15085,0.7954922108054359,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,500 - 999,1 - 23,10,896,11.160714285714286,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,1500 - 1999,672 - 8736,10,3014,3.3178500331785004,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,2000 - 2499,672 - 8736,16,8587,1.86328170490276,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,2500 - 2999,672 - 8736,11,27344,0.40228203627852543,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,3000 - 3499,672 - 8736,15,31891,0.47035213696654227,2001
"Congenital malformations, deformations and chromosomal abnormalities",40-44,College Graduate or Higher,2000 - 2499,672 - 8736,11,2117,5.196032120925839,2001
Congenital malformations of heart,15-19,High School Incomplete,2500 - 2999,189 - 648,13,31891,0.40763851870433665,2001
Congenital malformations of heart,15-19,High School Incomplete,2500 - 2999,672 - 8736,10,31891,0.3135680913110282,2001
Congenital malformations of heart,15-19,High School Graduate,2500 - 2999,672 - 8736,12,31639,0.37927873826606406,2001
Congenital malformations of heart,20-24,High School Incomplete,2500 - 2999,672 - 8736,11,31891,0.344924900442131,2001
Congenital malformations of heart,20-24,High School Graduate,2000 - 2499,189 - 648,11,22204,0.4954062331111511,2001
Congenital malformations of heart,20-24,High School Graduate,2000 - 2499,672 - 8736,19,22204,0.8557016753738065,2001
Congenital malformations of heart,20-24,High School Graduate,2500 - 2999,24 - 144,10,31891,0.3135680913110282,2001
Congenital malformations of heart,20-24,High School Graduate,2500 - 2999,189 - 648,13,31891,0.40763851870433665,2001
Congenital malformations of heart,20-24,High School Graduate,2500 - 2999,672 - 8736,24,31891,0.7525634191464676,2001
Congenital malformations of heart,20-24,High School Graduate,3000 - 3499,24 - 144,13,31891,0.40763851870433665,2001
Congenital malformations of heart,20-24,High School Graduate,3000 - 3499,189 - 648,13,31891,0.40763851870433665,2001
Congenital malformations of heart,20-24,High School Graduate,3000 - 3499,672 - 8736,27,31891,0.846633846539776,2001
Congenital malformations of heart,20-24,Some College Education,2500 - 2999,672 - 8736,13,31891,0.40763851870433665,2001
Congenital malformations of heart,20-24,Some College Education,3000 - 3499,672 - 8736,12,31891,0.3762817095732338,2001
Congenital malformations of heart,25-29,High School Incomplete,2500 - 2999,672 - 8736,10,19373,0.5161823155938677,2001
Congenital malformations of heart,25-29,High School Graduate,2000 - 2499,672 - 8736,10,14621,0.6839477463921757,2001
Congenital malformations of heart,25-29,High School Graduate,2500 - 2999,672 - 8736,14,31891,0.4389953278354395,2001
Congenital malformations of heart,25-29,High School Graduate,3000 - 3499,672 - 8736,17,31891,0.5330657552287479,2001
Congenital malformations of heart,25-29,Some College Education,2500 - 2999,672 - 8736,10,31891,0.3135680913110282,2001
Congenital malformations of heart,25-29,Some College Education,3000 - 3499,189 - 648,13,31891,0.40763851870433665,2001
Congenital malformations of heart,25-29,Some College Education,3000 - 3499,672 - 8736,13,31891,0.40763851870433665,2001
Congenital malformations of heart,30-34,High School Graduate,2500 - 2999,672 - 8736,13,31891,0.40763851870433665,2001
Congenital malformations of heart,30-34,High School Graduate,3500 - 3999,672 - 8736,11,31891,0.344924900442131,2001
Congenital malformations of heart,30-34,Some College Education,2500 - 2999,672 - 8736,11,30790,0.35725885027606363,2001
Congenital malformations of heart,30-34,College Graduate or Higher,2500 - 2999,672 - 8736,12,31891,0.3762817095732338,2001
Congenital malformations of heart,30-34,College Graduate or Higher,3000 - 3499,189 - 648,11,31891,0.344924900442131,2001
Congenital malformations of heart,30-34,College Graduate or Higher,3000 - 3499,672 - 8736,13,31891,0.40763851870433665,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,Elementary School or Less,2000 - 2499,672 - 8736,11,2201,4.997728305315766,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,Elementary School or Less,2500 - 2999,672 - 8736,23,8667,2.6537440867658937,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,Elementary School or Less,3000 - 3499,672 - 8736,17,16439,1.0341261633919339,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,Elementary School or Less,3500 - 3999,672 - 8736,15,8394,1.7869907076483202,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,500 - 999,672 - 8736,13,1705,7.624633431085044,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,1000 - 1499,672 - 8736,16,2068,7.7369439071566735,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,1500 - 1999,672 - 8736,13,4219,3.0812988859919415,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2000 - 2499,672 - 8736,51,14173,3.598391307415508,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2500 - 2999,672 - 8736,54,31891,1.693267693079552,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3000 - 3499,189 - 648,12,31891,0.3762817095732338,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3000 - 3499,672 - 8736,54,31891,1.693267693079552,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3500 - 3999,672 - 8736,54,31891,1.693267693079552,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,4000 - 4499,672 - 8736,10,9855,1.0147133434804667,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2000 - 2499,672 - 8736,22,8310,2.647412755716005,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2500 - 2999,672 - 8736,54,31639,1.706754322197288,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,3000 - 3499,672 - 8736,54,31891,1.693267693079552,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,3500 - 3999,672 - 8736,30,31891,0.9407042739330845,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Elementary School or Less,2500 - 2999,672 - 8736,14,12435,1.1258544431041415,2001
