Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",15-19 years,9 - 11 years,1500 - 1999 grams,28 - 364 days,12.0,2594.0,4.67 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",15-19 years,9 - 11 years,2000 - 2499 grams,1 - 23 hours,10.0,8688.0,1.17 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",15-19 years,9 - 11 years,2000 - 2499 grams,1 - 6 days,13.0,8688.0,1.51 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",15-19 years,9 - 11 years,2000 - 2499 grams,28 - 364 days,13.0,8688.0,1.50 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",15-19 years,9 - 11 years,2500 - 2999 grams,28 - 364 days,22.0,31425.0,0.71,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",15-19 years,9 - 11 years,3000 - 3499 grams,28 - 364 days,17.0,54343.0,0.32 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",15-19 years,12 years,1500 - 1999 grams,1 - 23 hours,10.0,1722.0,5.90 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",15-19 years,12 years,2500 - 2999 grams,28 - 364 days,13.0,21748.0,0.61 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,0 -  8 years,2500 - 2999 grams,28 - 364 days,12.0,8994.0,1.34 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,9 - 11 years,1500 - 1999 grams,1 - 23 hours,13.0,2362.0,5.58 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,9 - 11 years,1500 - 1999 grams,28 - 364 days,12.0,2362.0,5.13 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,9 - 11 years,2500 - 2999 grams,1 - 23 hours,11.0,31088.0,0.36 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,9 - 11 years,2500 - 2999 grams,28 - 364 days,16.0,31088.0,0.52 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,9 - 11 years,3000 - 3499 grams,7 - 27 days,10.0,55697.0,0.18 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,9 - 11 years,3000 - 3499 grams,28 - 364 days,13.0,55697.0,0.24 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,500 - 999 grams,1 - 23 hours,12.0,1804.0,6.76 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,1000 - 1499 grams,Under 1 hour,10.0,2295.0,4.43 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,1000 - 1499 grams,1 - 23 hours,21.0,2295.0,9.31,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,1500 - 1999 grams,1 - 23 hours,21.0,4594.0,4.66,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,1500 - 1999 grams,1 - 6 days,14.0,4594.0,3.09 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,2000 - 2499 grams,1 - 23 hours,20.0,16157.0,1.26,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,2000 - 2499 grams,1 - 6 days,21.0,16157.0,1.31,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,2000 - 2499 grams,7 - 27 days,11.0,16157.0,0.68 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,2000 - 2499 grams,28 - 364 days,26.0,16157.0,1.62,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,2500 - 2999 grams,1 - 23 hours,21.0,60221.0,0.35,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,2500 - 2999 grams,1 - 6 days,21.0,60221.0,0.35,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,2500 - 2999 grams,7 - 27 days,13.0,60221.0,0.22 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,2500 - 2999 grams,28 - 364 days,32.0,60221.0,0.54,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,3000 - 3499 grams,7 - 27 days,17.0,120460.0,0.14 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,3000 - 3499 grams,28 - 364 days,26.0,120460.0,0.22,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,3500 - 3999 grams,7 - 27 days,10.0,74490.0,0.13 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,12 years,3500 - 3999 grams,28 - 364 days,21.0,74490.0,0.28,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,13 - 15 years,500 - 999 grams,1 - 23 hours,10.0,989.0,10.33 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,13 - 15 years,1500 - 1999 grams,1 - 23 hours,15.0,2480.0,6.10 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,13 - 15 years,2000 - 2499 grams,7 - 27 days,12.0,8094.0,1.50 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,13 - 15 years,2500 - 2999 grams,1 - 6 days,10.0,31036.0,0.33 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,13 - 15 years,2500 - 2999 grams,28 - 364 days,13.0,31036.0,0.42 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",20-24 years,13 - 15 years,3000 - 3499 grams,28 - 364 days,10.0,66560.0,0.15 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,9 - 11 years,1500 - 1999 grams,1 - 23 hours,10.0,1367.0,7.45 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,499 grams or less,1 - 23 hours,10.0,427.0,23.56 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,500 - 999 grams,1 - 23 hours,15.0,1355.0,11.19 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,1000 - 1499 grams,1 - 23 hours,10.0,1641.0,6.21 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,1000 - 1499 grams,28 - 364 days,12.0,1641.0,7.37 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,1500 - 1999 grams,1 - 23 hours,12.0,3338.0,3.64 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,1500 - 1999 grams,28 - 364 days,11.0,3338.0,3.33 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,2000 - 2499 grams,1 - 23 hours,10.0,11321.0,0.89 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,2000 - 2499 grams,28 - 364 days,19.0,11321.0,1.69 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,2500 - 2999 grams,1 - 6 days,10.0,40631.0,0.25 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,2500 - 2999 grams,7 - 27 days,18.0,40631.0,0.45 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,2500 - 2999 grams,28 - 364 days,19.0,40631.0,0.47 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,3000 - 3499 grams,7 - 27 days,13.0,86373.0,0.15 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,12 years,3000 - 3499 grams,28 - 364 days,16.0,86373.0,0.19 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,13 - 15 years,499 grams or less,1 - 23 hours,13.0,329.0,40.40 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,13 - 15 years,2500 - 2999 grams,28 - 364 days,15.0,32715.0,0.46 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,13 - 15 years,3000 - 3499 grams,7 - 27 days,11.0,74733.0,0.15 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,13 - 15 years,3000 - 3499 grams,28 - 364 days,18.0,74733.0,0.24 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,13 - 15 years,3500 - 3999 grams,28 - 364 days,11.0,56239.0,0.20 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,16 years and over,1500 - 1999 grams,1 - 23 hours,10.0,2864.0,3.52 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,16 years and over,1500 - 1999 grams,28 - 364 days,10.0,2864.0,3.52 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,16 years and over,2500 - 2999 grams,28 - 364 days,13.0,34643.0,0.38 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",25-29 years,16 years and over,3000 - 3499 grams,28 - 364 days,10.0,87079.0,0.12 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,12 years,2500 - 2999 grams,28 - 364 days,20.0,22893.0,0.88,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,12 years,3000 - 3499 grams,28 - 364 days,17.0,48002.0,0.36 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,12 years,3500 - 3999 grams,28 - 364 days,11.0,35732.0,0.31 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,13 - 15 years,2000 - 2499 grams,28 - 364 days,14.0,6612.0,2.13 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,13 - 15 years,2500 - 2999 grams,1 - 6 days,10.0,22520.0,0.46 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,13 - 15 years,3000 - 3499 grams,28 - 364 days,12.0,51882.0,0.23 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,500 - 999 grams,1 - 23 hours,11.0,1246.0,8.89 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,1000 - 1499 grams,1 - 23 hours,11.0,1863.0,5.94 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,1500 - 1999 grams,1 - 23 hours,11.0,4284.0,2.61 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,1500 - 1999 grams,1 - 6 days,10.0,4284.0,2.37 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,2000 - 2499 grams,1 - 23 hours,11.0,12577.0,0.88 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,2000 - 2499 grams,1 - 6 days,16.0,12577.0,1.29 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,2000 - 2499 grams,28 - 364 days,21.0,12577.0,1.68,2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,2500 - 2999 grams,1 - 23 hours,10.0,45172.0,0.22 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,2500 - 2999 grams,1 - 6 days,10.0,45172.0,0.22 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,2500 - 2999 grams,28 - 364 days,16.0,45172.0,0.36 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,3000 - 3499 grams,7 - 27 days,10.0,115355.0,0.09 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",30-34 years,16 years and over,3000 - 3499 grams,28 - 364 days,17.0,115355.0,0.15 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",35-39 years,12 years,2500 - 2999 grams,28 - 364 days,12.0,11507.0,1.06 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",35-39 years,13 - 15 years,3000 - 3499 grams,28 - 364 days,11.0,23735.0,0.47 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",35-39 years,16 years and over,1000 - 1499 grams,1 - 23 hours,10.0,1207.0,8.40 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",35-39 years,16 years and over,1500 - 1999 grams,1 - 23 hours,12.0,2742.0,4.41 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",35-39 years,16 years and over,2000 - 2499 grams,1 - 23 hours,12.0,7713.0,1.56 (Unreliable),2005
"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",35-39 years,16 years and over,2000 - 2499 grams,28 - 364 days,11.0,7713.0,1.44 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),15-19 years,9 - 11 years,2500 - 2999 grams,28 - 364 days,11.0,31425.0,0.35 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),20-24 years,12 years,2500 - 2999 grams,28 - 364 days,16.0,60221.0,0.27 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),20-24 years,12 years,3000 - 3499 grams,7 - 27 days,12.0,120460.0,0.10 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),20-24 years,12 years,3000 - 3499 grams,28 - 364 days,15.0,120460.0,0.13 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),20-24 years,12 years,3500 - 3999 grams,28 - 364 days,10.0,74490.0,0.14 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),25-29 years,12 years,2500 - 2999 grams,7 - 27 days,11.0,40631.0,0.27 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),30-34 years,12 years,3000 - 3499 grams,28 - 364 days,10.0,48002.0,0.21 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),30-34 years,16 years and over,2500 - 2999 grams,28 - 364 days,11.0,45172.0,0.25 (Unreliable),2005
Congenital malformations of heart (Q20-Q24),30-34 years,16 years and over,3000 - 3499 grams,28 - 364 days,10.0,115355.0,0.09 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,9 - 11 years,1000 - 1499 grams,28 - 364 days,10.0,1237.0,8.18 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,9 - 11 years,1500 - 1999 grams,28 - 364 days,16.0,2594.0,6.26 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,9 - 11 years,2000 - 2499 grams,28 - 364 days,21.0,8688.0,2.43,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,9 - 11 years,2500 - 2999 grams,28 - 364 days,53.0,31425.0,1.7,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,9 - 11 years,3000 - 3499 grams,7 - 27 days,10.0,54343.0,0.19 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,9 - 11 years,3000 - 3499 grams,28 - 364 days,71.0,54343.0,1.3,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,9 - 11 years,3500 - 3999 grams,28 - 364 days,40.0,27633.0,1.43,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,12 years,2000 - 2499 grams,28 - 364 days,11.0,5887.0,1.88 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,12 years,2500 - 2999 grams,28 - 364 days,20.0,21748.0,0.93,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,12 years,3000 - 3499 grams,28 - 364 days,40.0,40433.0,1.0,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15-19 years,12 years,3500 - 3999 grams,28 - 364 days,16.0,22853.0,0.71 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,0 -  8 years,2500 - 2999 grams,28 - 364 days,13.0,8994.0,1.46 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,0 -  8 years,3500 - 3999 grams,28 - 364 days,10.0,11545.0,0.88 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,9 - 11 years,1500 - 1999 grams,28 - 364 days,13.0,2362.0,5.56 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,9 - 11 years,2000 - 2499 grams,28 - 364 days,32.0,8418.0,3.84,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,9 - 11 years,2500 - 2999 grams,28 - 364 days,61.0,31088.0,1.95,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,9 - 11 years,3000 - 3499 grams,28 - 364 days,81.0,55697.0,1.45,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,9 - 11 years,3500 - 3999 grams,28 - 364 days,29.0,30994.0,0.95,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,1000 - 1499 grams,28 - 364 days,12.0,2295.0,5.25 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,1500 - 1999 grams,28 - 364 days,16.0,4594.0,3.50 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,2000 - 2499 grams,28 - 364 days,33.0,16157.0,2.06,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,2500 - 2999 grams,7 - 27 days,11.0,60221.0,0.18 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,2500 - 2999 grams,28 - 364 days,102.0,60221.0,1.69,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,3000 - 3499 grams,7 - 27 days,16.0,120460.0,0.13 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,3000 - 3499 grams,28 - 364 days,132.0,120460.0,1.1,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,3500 - 3999 grams,28 - 364 days,75.0,74490.0,1.0,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,12 years,4000 - 4499 grams,28 - 364 days,11.0,16938.0,0.65 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,13 - 15 years,2500 - 2999 grams,28 - 364 days,35.0,31036.0,1.14,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,13 - 15 years,3000 - 3499 grams,28 - 364 days,44.0,66560.0,0.67,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",20-24 years,13 - 15 years,3500 - 3999 grams,28 - 364 days,23.0,43964.0,0.53,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,9 - 11 years,2000 - 2499 grams,28 - 364 days,12.0,4652.0,2.60 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,9 - 11 years,2500 - 2999 grams,28 - 364 days,35.0,15745.0,2.25,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,9 - 11 years,3000 - 3499 grams,28 - 364 days,33.0,30637.0,1.09,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,9 - 11 years,3500 - 3999 grams,28 - 364 days,13.0,19523.0,0.68 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,12 years,2000 - 2499 grams,28 - 364 days,24.0,11321.0,2.14,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,12 years,2500 - 2999 grams,28 - 364 days,35.0,40631.0,0.87,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,12 years,3000 - 3499 grams,7 - 27 days,11.0,86373.0,0.13 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,12 years,3000 - 3499 grams,28 - 364 days,65.0,86373.0,0.75,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,12 years,3500 - 3999 grams,28 - 364 days,40.0,60448.0,0.67,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,12 years,4000 - 4499 grams,28 - 364 days,10.0,15713.0,0.64 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,13 - 15 years,2000 - 2499 grams,28 - 364 days,10.0,8722.0,1.16 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,13 - 15 years,2500 - 2999 grams,28 - 364 days,27.0,32715.0,0.83,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,13 - 15 years,3000 - 3499 grams,28 - 364 days,35.0,74733.0,0.47,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,13 - 15 years,3500 - 3999 grams,28 - 364 days,11.0,56239.0,0.20 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",25-29 years,16 years and over,3000 - 3499 grams,28 - 364 days,12.0,87079.0,0.14 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,9 - 11 years,2500 - 2999 grams,28 - 364 days,11.0,7493.0,1.48 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,9 - 11 years,3000 - 3499 grams,28 - 364 days,12.0,14615.0,0.82 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,12 years,2000 - 2499 grams,28 - 364 days,12.0,6769.0,1.78 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,12 years,2500 - 2999 grams,28 - 364 days,13.0,22893.0,0.57 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,12 years,3000 - 3499 grams,28 - 364 days,24.0,48002.0,0.5,2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,13 - 15 years,2500 - 2999 grams,28 - 364 days,11.0,22520.0,0.49 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,13 - 15 years,3000 - 3499 grams,28 - 364 days,17.0,51882.0,0.33 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,13 - 15 years,3500 - 3999 grams,28 - 364 days,11.0,40814.0,0.27 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,16 years and over,2500 - 2999 grams,28 - 364 days,12.0,45172.0,0.27 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",30-34 years,16 years and over,3000 - 3499 grams,28 - 364 days,14.0,115355.0,0.12 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",35-39 years,12 years,2500 - 2999 grams,28 - 364 days,12.0,11507.0,1.05 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",35-39 years,13 - 15 years,3000 - 3499 grams,28 - 364 days,10.0,23735.0,0.43 (Unreliable),2005
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",35-39 years,16 years and over,3000 - 3499 grams,28 - 364 days,13.0,60963.0,0.22 (Unreliable),2005
#Sudden infant death syndrome (R95),15-19 years,9 - 11 years,2000 - 2499 grams,28 - 364 days,14.0,8688.0,1.62 (Unreliable),2005
#Sudden infant death syndrome (R95),15-19 years,9 - 11 years,2500 - 2999 grams,28 - 364 days,44.0,31425.0,1.41,2005
#Sudden infant death syndrome (R95),15-19 years,9 - 11 years,3000 - 3499 grams,28 - 364 days,47.0,54343.0,0.86,2005
#Sudden infant death syndrome (R95),15-19 years,9 - 11 years,3500 - 3999 grams,28 - 364 days,26.0,27633.0,0.95,2005
#Sudden infant death syndrome (R95),15-19 years,12 years,2000 - 2499 grams,28 - 364 days,10.0,5887.0,1.71 (Unreliable),2005
#Sudden infant death syndrome (R95),15-19 years,12 years,2500 - 2999 grams,28 - 364 days,14.0,21748.0,0.65 (Unreliable),2005
#Sudden infant death syndrome (R95),15-19 years,12 years,3000 - 3499 grams,28 - 364 days,26.0,40433.0,0.65,2005
#Sudden infant death syndrome (R95),15-19 years,12 years,3500 - 3999 grams,28 - 364 days,11.0,22853.0,0.49 (Unreliable),2005
