Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,High School Graduate,500 - 999,1 - 23 hours,27.0,750,36.57,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,Some College Education,499 or less,Under 1 hour,17.0,165,104.14,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,Some College Education,499 or less,1 - 23 hours,37.0,165,226.87,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,Some College Education,500 - 999,Under 1 hour,14.0,635,22.29,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,Some College Education,500 - 999,1 - 23 hours,17.0,635,27.14,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,College Graduate or Higher,499 or less,Under 1 hour,44.0,229,190.18,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,College Graduate or Higher,499 or less,1 - 23 hours,42.0,229,181.9,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,College Graduate or Higher,500 - 999,Under 1 hour,16.0,965,16.89,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,College Graduate or Higher,500 - 999,1 - 23 hours,31.0,965,32.39,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,College Graduate or Higher,500 - 999,1 - 6,14.0,965,14.78,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,Not Stated,499 or less,1 - 23 hours,11.0,56,198.52,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),35-39,Not Stated,500 - 999,1 - 23 hours,14.0,107,132.81,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),40-44,High School Graduate,499 or less,1 - 23 hours,19.0,61,261.32,2003
Disorders related to length of gestation and fetal malnutrition (P05-P08),40-44,Some College Education,499 or less,1 - 23 hours,12.0,48,253.85,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,0 -  8 years,499 or less,Under 1 hour,14.0,49,261.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,0 -  8 years,500 - 999,1 - 23 hours,13.0,206,64.58,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Incomplete,499 or less,Under 1 hour,54.5,403,193.42,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Incomplete,499 or less,1 - 23 hours,54.5,403,261.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Incomplete,500 - 999,Under 1 hour,42.0,1607,25.94,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Incomplete,500 - 999,1 - 23 hours,54.5,1607,39.61,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Incomplete,500 - 999,1 - 6,19.0,1607,12.04,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Graduate,499 or less,Under 1 hour,43.0,282,154.01,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Graduate,499 or less,1 - 23 hours,54.5,282,258.33,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Graduate,500 - 999,Under 1 hour,19.0,995,19.4,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Graduate,500 - 999,1 - 23 hours,41.0,995,40.98,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,High School Graduate,500 - 999,1 - 6,13.0,995,13.3,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,Some College Education,499 or less,1 - 23 hours,10.0,47,215.64,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,Not Stated,499 or less,Under 1 hour,12.0,57,215.59,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,Not Stated,499 or less,1 - 23 hours,13.0,57,234.85,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",15-19,Not Stated,500 - 999,1 - 23 hours,11.0,93,120.37,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,0 -  8 years,499 or less,Under 1 hour,14.0,55,258.95,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,0 -  8 years,499 or less,1 - 23 hours,10.0,55,184.52,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,0 -  8 years,500 - 999,1 - 23 hours,11.0,219,51.07,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Incomplete,499 or less,Under 1 hour,39.0,346,113.84,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Incomplete,499 or less,1 - 23 hours,54.5,346,261.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Incomplete,500 - 999,Under 1 hour,24.0,1213,20.15,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Incomplete,500 - 999,1 - 23 hours,44.0,1213,36.18,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Graduate,499 or less,Under 1 hour,54.5,733,151.58,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Graduate,499 or less,1 - 23 hours,54.5,733,257.47,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Graduate,499 or less,1 - 6,14.0,733,19.27,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Graduate,500 - 999,Under 1 hour,50.0,2456,20.26,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Graduate,500 - 999,1 - 23 hours,54.5,2456,27.66,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Graduate,500 - 999,1 - 6,25.0,2456,10.29,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,High School Graduate,500 - 999,7 - 27,10.0,2456,4.09,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,Some College Education,499 or less,Under 1 hour,54.5,361,179.01,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,Some College Education,499 or less,1 - 23 hours,54.5,361,236.17,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,Some College Education,500 - 999,Under 1 hour,34.0,1222,28.19,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,Some College Education,500 - 999,1 - 23 hours,49.0,1222,39.75,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,Some College Education,500 - 999,1 - 6,20.0,1222,16.72,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,College Graduate or Higher,499 or less,Under 1 hour,11.0,92,121.48,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,College Graduate or Higher,499 or less,1 - 23 hours,22.0,92,242.35,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,Not Stated,499 or less,Under 1 hour,36.0,119,261.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,Not Stated,499 or less,1 - 23 hours,30.0,119,254.65,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",20-24,Not Stated,500 - 999,1 - 23 hours,13.0,148,90.31,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,0 -  8 years,499 or less,Under 1 hour,12.0,79,154.52,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,0 -  8 years,499 or less,1 - 23 hours,20.0,79,247.2,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Incomplete,499 or less,Under 1 hour,25.0,169,146.24,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Incomplete,499 or less,1 - 23 hours,35.0,169,205.28,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Incomplete,500 - 999,1 - 23 hours,13.0,608,21.54,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Graduate,499 or less,Under 1 hour,54.5,528,161.06,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Graduate,499 or less,1 - 23 hours,54.5,528,226.65,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Graduate,500 - 999,Under 1 hour,34.0,1748,19.23,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Graduate,500 - 999,1 - 23 hours,49.0,1748,27.87,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Graduate,500 - 999,1 - 6,11.0,1748,6.33,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,High School Graduate,500 - 999,7 - 27,10.0,1748,5.74,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Some College Education,499 or less,Under 1 hour,54.5,401,161.8,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Some College Education,499 or less,1 - 23 hours,54.5,401,245.59,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Some College Education,499 or less,1 - 6,10.0,401,25.43,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Some College Education,500 - 999,Under 1 hour,17.0,1306,13.16,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Some College Education,500 - 999,1 - 23 hours,52.0,1306,39.79,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Some College Education,500 - 999,1 - 6,10.0,1306,7.72,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,College Graduate or Higher,499 or less,Under 1 hour,38.0,291,132.17,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,College Graduate or Higher,499 or less,1 - 23 hours,54.5,291,209.01,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,College Graduate or Higher,500 - 999,Under 1 hour,19.0,1182,16.27,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,College Graduate or Higher,500 - 999,1 - 23 hours,40.0,1182,33.57,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,College Graduate or Higher,500 - 999,1 - 6,11.0,1182,9.42,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Not Stated,499 or less,Under 1 hour,22.0,128,173.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Not Stated,499 or less,1 - 23 hours,24.0,128,190.84,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",25-29,Not Stated,500 - 999,1 - 23 hours,15.0,155,99.25,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,0 -  8 years,499 or less,1 - 23 hours,14.0,48,261.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,High School Incomplete,499 or less,Under 1 hour,17.0,128,134.07,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,High School Incomplete,499 or less,1 - 23 hours,26.0,128,199.55,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,High School Incomplete,500 - 999,1 - 23 hours,13.0,345,38.6,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,High School Graduate,499 or less,Under 1 hour,54.5,402,202.07,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,High School Graduate,499 or less,1 - 23 hours,54.5,402,237.43,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,High School Graduate,499 or less,1 - 6,10.0,402,25.14,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,High School Graduate,500 - 999,Under 1 hour,33.0,1306,24.93,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,High School Graduate,500 - 999,1 - 23 hours,43.0,1306,32.7,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,Some College Education,499 or less,Under 1 hour,46.0,317,146.48,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,Some College Education,499 or less,1 - 23 hours,54.5,317,214.07,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,Some College Education,500 - 999,Under 1 hour,22.0,1115,19.99,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,Some College Education,500 - 999,1 - 23 hours,29.0,1115,26.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,Some College Education,500 - 999,1 - 6,18.0,1115,16.43,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,College Graduate or Higher,499 or less,Under 1 hour,54.5,502,179.57,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,College Graduate or Higher,499 or less,1 - 23 hours,54.5,502,228.13,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,College Graduate or Higher,500 - 999,Under 1 hour,26.0,1671,15.77,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,College Graduate or Higher,500 - 999,1 - 23 hours,54.5,1671,34.03,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,Not Stated,499 or less,Under 1 hour,24.0,142,165.6,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,Not Stated,499 or less,1 - 23 hours,38.0,142,261.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",30-34,Not Stated,500 - 999,1 - 23 hours,18.0,140,125.58,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,High School Graduate,499 or less,Under 1 hour,33.0,184,176.78,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,High School Graduate,499 or less,1 - 23 hours,44.0,184,237.66,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,High School Graduate,500 - 999,Under 1 hour,15.0,750,20.35,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,High School Graduate,500 - 999,1 - 23 hours,27.0,750,36.57,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,Some College Education,499 or less,Under 1 hour,17.0,165,104.14,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,Some College Education,499 or less,1 - 23 hours,37.0,165,226.87,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,Some College Education,500 - 999,Under 1 hour,14.0,635,22.29,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,Some College Education,500 - 999,1 - 23 hours,17.0,635,27.14,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,College Graduate or Higher,499 or less,Under 1 hour,44.0,229,190.18,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,College Graduate or Higher,499 or less,1 - 23 hours,42.0,229,181.9,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,College Graduate or Higher,500 - 999,Under 1 hour,16.0,965,16.89,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,College Graduate or Higher,500 - 999,1 - 23 hours,31.0,965,32.39,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,College Graduate or Higher,500 - 999,1 - 6,14.0,965,14.78,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,Not Stated,499 or less,1 - 23 hours,11.0,56,198.52,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",35-39,Not Stated,500 - 999,1 - 23 hours,14.0,107,132.81,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",40-44,High School Graduate,499 or less,1 - 23 hours,19.0,61,261.32,2003
"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",40-44,Some College Education,499 or less,1 - 23 hours,12.0,48,253.85,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,0 -  8 years,499 or less,Under 1 hour,10.0,49,205.29,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,0 -  8 years,500 - 999,1 - 23 hours,13.0,206,64.58,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Incomplete,499 or less,Under 1 hour,54.5,403,137.73,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Incomplete,499 or less,1 - 23 hours,54.5,403,211.47,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Incomplete,500 - 999,Under 1 hour,23.0,1607,14.46,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Incomplete,500 - 999,1 - 23 hours,54.0,1607,33.35,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Incomplete,500 - 999,1 - 6,17.0,1607,10.79,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Graduate,499 or less,Under 1 hour,30.0,282,107.46,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Graduate,499 or less,1 - 23 hours,54.5,282,214.95,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Graduate,500 - 999,Under 1 hour,14.0,995,14.26,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Graduate,500 - 999,1 - 23 hours,33.0,995,32.7,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,High School Graduate,500 - 999,1 - 6,12.0,995,12.3,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",15-19,Not Stated,500 - 999,1 - 23 hours,10.0,93,109.45,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,0 -  8 years,499 or less,Under 1 hour,11.0,55,203.44,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,0 -  8 years,500 - 999,1 - 23 hours,11.0,219,51.07,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Incomplete,499 or less,Under 1 hour,24.0,346,70.03,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Incomplete,499 or less,1 - 23 hours,54.5,346,237.13,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Incomplete,500 - 999,Under 1 hour,16.0,1213,13.43,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Incomplete,500 - 999,1 - 23 hours,33.0,1213,26.9,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Graduate,499 or less,Under 1 hour,54.5,733,99.09,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Graduate,499 or less,1 - 23 hours,54.5,733,193.93,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Graduate,499 or less,1 - 6,11.0,733,15.04,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Graduate,500 - 999,Under 1 hour,35.0,2456,14.08,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Graduate,500 - 999,1 - 23 hours,54.5,2456,24.34,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,High School Graduate,500 - 999,1 - 6,21.0,2456,8.63,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,Some College Education,499 or less,Under 1 hour,46.0,361,128.53,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,Some College Education,499 or less,1 - 23 hours,54.5,361,180.24,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,Some College Education,500 - 999,Under 1 hour,26.0,1222,21.53,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,Some College Education,500 - 999,1 - 23 hours,39.0,1222,32.3,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,Some College Education,500 - 999,1 - 6,19.0,1222,15.87,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,College Graduate or Higher,499 or less,1 - 23 hours,15.0,92,165.8,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,Not Stated,499 or less,Under 1 hour,24.0,119,204.07,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,Not Stated,499 or less,1 - 23 hours,24.0,119,204.15,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",20-24,Not Stated,500 - 999,1 - 23 hours,10.0,148,69.61,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,0 -  8 years,499 or less,1 - 23 hours,16.0,79,208.47,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Incomplete,499 or less,Under 1 hour,16.0,169,97.33,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Incomplete,499 or less,1 - 23 hours,26.0,169,151.61,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Incomplete,500 - 999,1 - 23 hours,12.0,608,19.88,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Graduate,499 or less,Under 1 hour,54.5,528,105.53,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Graduate,499 or less,1 - 23 hours,54.5,528,192.4,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Graduate,500 - 999,Under 1 hour,20.0,1748,11.59,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Graduate,500 - 999,1 - 23 hours,44.0,1748,25.0,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Graduate,500 - 999,1 - 6,11.0,1748,6.33,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,High School Graduate,500 - 999,7 - 27,10.0,1748,5.74,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Some College Education,499 or less,Under 1 hour,40.0,401,98.87,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Some College Education,499 or less,1 - 23 hours,54.5,401,197.45,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Some College Education,499 or less,1 - 6,10.0,401,25.43,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Some College Education,500 - 999,Under 1 hour,13.0,1306,10.08,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Some College Education,500 - 999,1 - 23 hours,42.0,1306,31.92,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Some College Education,500 - 999,1 - 6,10.0,1306,7.72,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,College Graduate or Higher,499 or less,Under 1 hour,23.0,291,80.15,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,College Graduate or Higher,499 or less,1 - 23 hours,46.0,291,156.62,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,College Graduate or Higher,500 - 999,Under 1 hour,17.0,1182,14.58,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,College Graduate or Higher,500 - 999,1 - 23 hours,33.0,1182,27.58,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,College Graduate or Higher,500 - 999,1 - 6,11.0,1182,9.42,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Not Stated,499 or less,Under 1 hour,11.0,128,86.97,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Not Stated,499 or less,1 - 23 hours,21.0,128,167.1,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",25-29,Not Stated,500 - 999,1 - 23 hours,12.0,155,79.84,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,0 -  8 years,499 or less,1 - 23 hours,10.0,48,212.92,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,High School Incomplete,499 or less,1 - 23 hours,17.0,128,135.54,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,High School Graduate,499 or less,Under 1 hour,54.5,402,164.44,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,High School Graduate,499 or less,1 - 23 hours,54.5,402,174.24,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,High School Graduate,500 - 999,Under 1 hour,26.0,1306,20.26,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,High School Graduate,500 - 999,1 - 23 hours,37.0,1306,28.02,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,Some College Education,499 or less,Under 1 hour,32.0,317,102.03,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,Some College Education,499 or less,1 - 23 hours,54.5,317,175.86,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,Some College Education,500 - 999,Under 1 hour,17.0,1115,15.44,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,Some College Education,500 - 999,1 - 23 hours,24.0,1115,21.83,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,Some College Education,500 - 999,1 - 6,17.0,1115,15.52,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,College Graduate or Higher,499 or less,Under 1 hour,54.5,502,137.51,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,College Graduate or Higher,499 or less,1 - 23 hours,54.5,502,165.8,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,College Graduate or Higher,500 - 999,Under 1 hour,20.0,1671,12.14,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,College Graduate or Higher,500 - 999,1 - 23 hours,47.0,1671,27.95,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,Not Stated,499 or less,Under 1 hour,16.0,142,115.01,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,Not Stated,499 or less,1 - 23 hours,28.0,142,199.37,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",30-34,Not Stated,500 - 999,1 - 23 hours,14.0,140,96.58,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39,High School Graduate,499 or less,Under 1 hour,18.0,184,99.77,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39,High School Graduate,499 or less,1 - 23 hours,36.0,184,193.86,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39,High School Graduate,500 - 999,Under 1 hour,12.0,750,16.34,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39,High School Graduate,500 - 999,1 - 23 hours,26.0,750,35.17,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39,Some College Education,499 or less,Under 1 hour,13.0,165,79.18,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39,Some College Education,499 or less,1 - 23 hours,29.0,165,178.24,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39,Some College Education,500 - 999,1 - 23 hours,12.0,635,19.22,2003
"Extremely low birth weight or extreme immaturity (P07.0,P07.2)",35-39,College Graduate or Higher,499 or less,Under 1 hour,34.0,229,146.33,2003
