Cause of death,Age of mother,Mother's education,Birth weight,Age of infant at death,Deaths,Births,Death rate per 1000,Year
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,1000 - 1499,0 - 1,12,1656,7.35,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2000 - 2499,1 - 23,11,10572,1.05,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2000 - 2499,189 - 648,10,10572,0.95,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2000 - 2499,672 - 8736,12,10572,1.14,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2500 - 2999,24 - 144,14,41269,0.34,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2500 - 2999,189 - 648,16,41269,0.39,2001
"Congenital malformations, deformations and chromosomal abnormalities",25-29,College Graduate or Higher,2500 - 2999,672 - 8736,16,41269,0.39,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,500 - 999,1 - 23,11,1397,7.98,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,1000 - 1499,1 - 23,11,1737,6.5,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,1500 - 1999,1 - 23,13,3594,3.67,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,1500 - 1999,24 - 144,10,3594,2.83,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,1500 - 1999,672 - 8736,11,3594,3.08,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2000 - 2499,1 - 23,12,10409,1.17,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2000 - 2499,672 - 8736,10,10409,0.97,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2500 - 2999,189 - 648,11,34265,0.32,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,2500 - 2999,672 - 8736,25,34265,0.74,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,3000 - 3499,189 - 648,15,76731,0.2,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,3000 - 3499,672 - 8736,13,76731,0.17,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,High School Graduate,3500 - 3999,672 - 8736,14,61986,0.23,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,200 - 499,1 - 23,10,315,32.37,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,1000 - 1499,1 - 23,12,1491,8.21,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,1500 - 1999,1 - 23,12,3092,3.91,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2000 - 2499,672 - 8736,10,8869,1.13,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2500 - 2999,1 - 23,10,30790,0.33,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2500 - 2999,189 - 648,13,30790,0.43,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,2500 - 2999,672 - 8736,15,30790,0.49,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,3000 - 3499,24 - 144,12,76063,0.16,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,Some College Education,3000 - 3499,672 - 8736,14,76063,0.19,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,200 - 499,1 - 23,16,412,39.27,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,500 - 999,1 - 23,13,1707,7.73,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1000 - 1499,1 - 23,13,2432,5.39,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1500 - 1999,1 - 23,17,5341,3.22,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1500 - 1999,24 - 144,15,5341,2.82,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,1500 - 1999,672 - 8736,13,5341,2.45,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2000 - 2499,1 - 23,12,15444,0.79,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2000 - 2499,24 - 144,21,15444,1.38,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2000 - 2499,189 - 648,12,15444,0.79,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2500 - 2999,1 - 23,14,54680,0.26,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2500 - 2999,24 - 144,20,54680,0.37,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2500 - 2999,189 - 648,11,54680,0.2,2001
"Congenital malformations, deformations and chromosomal abnormalities",30-34,College Graduate or Higher,2500 - 2999,672 - 8736,22,54680,0.4,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,High School Graduate,2000 - 2499,672 - 8736,14,5967,2.36,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,High School Graduate,2500 - 2999,672 - 8736,10,17088,0.59,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,High School Graduate,3000 - 3499,672 - 8736,13,35058,0.37,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,Some College Education,1500 - 1999,1 - 23,10,1887,5.38,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,Some College Education,1500 - 1999,672 - 8736,11,1887,5.86,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,Some College Education,2500 - 2999,672 - 8736,12,15085,0.8,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,500 - 999,1 - 23,10,896,11.36,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,1500 - 1999,672 - 8736,10,3014,3.34,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,2000 - 2499,672 - 8736,16,8587,1.88,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,2500 - 2999,672 - 8736,11,27344,0.41,2001
"Congenital malformations, deformations and chromosomal abnormalities",35-39,College Graduate or Higher,3000 - 3499,672 - 8736,15,70015,0.22,2001
"Congenital malformations, deformations and chromosomal abnormalities",40-44,College Graduate or Higher,2000 - 2499,672 - 8736,11,2117,5.23,2001
Congenital malformations of heart,15-19,High School Incomplete,2500 - 2999,189 - 648,13,51240,0.26,2001
Congenital malformations of heart,15-19,High School Incomplete,2500 - 2999,672 - 8736,10,51240,0.2,2001
Congenital malformations of heart,15-19,High School Graduate,2500 - 2999,672 - 8736,12,31639,0.38,2001
Congenital malformations of heart,20-24,High School Incomplete,2500 - 2999,672 - 8736,11,45078,0.25,2001
Congenital malformations of heart,20-24,High School Graduate,2000 - 2499,189 - 648,11,22204,0.5,2001
Congenital malformations of heart,20-24,High School Graduate,2000 - 2499,672 - 8736,19,22204,0.86,2001
Congenital malformations of heart,20-24,High School Graduate,2500 - 2999,24 - 144,10,84258,0.12,2001
Congenital malformations of heart,20-24,High School Graduate,2500 - 2999,189 - 648,13,84258,0.16,2001
Congenital malformations of heart,20-24,High School Graduate,2500 - 2999,672 - 8736,24,84258,0.29,2001
Congenital malformations of heart,20-24,Some College Education,2500 - 2999,672 - 8736,13,39410,0.33,2001
Congenital malformations of heart,20-24,Some College Education,3000 - 3499,672 - 8736,12,89061,0.14,2001
Congenital malformations of heart,25-29,High School Incomplete,2500 - 2999,672 - 8736,10,19373,0.52,2001
Congenital malformations of heart,25-29,High School Graduate,2000 - 2499,672 - 8736,10,14621,0.69,2001
Congenital malformations of heart,25-29,High School Graduate,2500 - 2999,672 - 8736,14,53028,0.27,2001
Congenital malformations of heart,25-29,Some College Education,2500 - 2999,672 - 8736,10,41972,0.24,2001
Congenital malformations of heart,25-29,Some College Education,3000 - 3499,189 - 648,13,102678,0.13,2001
Congenital malformations of heart,25-29,Some College Education,3000 - 3499,672 - 8736,13,102678,0.13,2001
Congenital malformations of heart,30-34,High School Graduate,2500 - 2999,672 - 8736,13,34265,0.38,2001
Congenital malformations of heart,30-34,High School Graduate,3500 - 3999,672 - 8736,11,61986,0.18,2001
Congenital malformations of heart,30-34,Some College Education,2500 - 2999,672 - 8736,11,30790,0.36,2001
Congenital malformations of heart,30-34,College Graduate or Higher,2500 - 2999,672 - 8736,12,54680,0.22,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,Elementary School or Less,2000 - 2499,672 - 8736,11,2201,5.02,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,Elementary School or Less,2500 - 2999,672 - 8736,23,8667,2.67,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,Elementary School or Less,3000 - 3499,672 - 8736,17,16439,1.04,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,Elementary School or Less,3500 - 3999,672 - 8736,15,8394,1.8,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,500 - 999,672 - 8736,13,1705,7.67,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,1000 - 1499,672 - 8736,16,2068,7.77,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,1500 - 1999,672 - 8736,13,4219,3.1,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2000 - 2499,672 - 8736,51,14173,3.62,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3000 - 3499,189 - 648,12,91098,0.13,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3500 - 3999,672 - 8736,78,49318,1.57,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,4000 - 4499,672 - 8736,10,9855,1.02,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2000 - 2499,672 - 8736,22,8310,2.66,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2500 - 2999,672 - 8736,54,31639,1.72,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,3000 - 3499,672 - 8736,88,61307,1.43,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,3500 - 3999,672 - 8736,30,36531,0.83,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Elementary School or Less,2500 - 2999,672 - 8736,14,12435,1.13,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Elementary School or Less,3000 - 3499,672 - 8736,20,27383,0.74,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,1000 - 1499,672 - 8736,12,1593,7.58,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,1500 - 1999,672 - 8736,15,3510,4.3,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,2000 - 2499,672 - 8736,42,12140,3.48,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,2500 - 2999,189 - 648,15,45078,0.34,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,2500 - 2999,672 - 8736,99,45078,2.19,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,3000 - 3499,189 - 648,16,84209,0.19,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,3500 - 3999,672 - 8736,72,49973,1.45,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,4000 - 4499,672 - 8736,16,11540,1.39,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,1000 - 1499,672 - 8736,14,3201,4.4,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,1500 - 1999,672 - 8736,16,6562,2.45,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2000 - 2499,672 - 8736,54,22204,2.45,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2500 - 2999,189 - 648,11,84258,0.13,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,4000 - 4499,672 - 8736,20,29416,0.69,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,2000 - 2499,672 - 8736,22,10060,2.2,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,2500 - 2999,672 - 8736,46,39410,1.17,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,3000 - 3499,672 - 8736,53,89061,0.6,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,3500 - 3999,672 - 8736,34,63668,0.54,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,4000 - 4499,672 - 8736,11,16554,0.67,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,College Graduate or Higher,3000 - 3499,672 - 8736,12,22073,0.55,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Elementary School or Less,3000 - 3499,672 - 8736,12,23699,0.51,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,2000 - 2499,672 - 8736,16,5647,2.85,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,2500 - 2999,672 - 8736,24,19373,1.25,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,3000 - 3499,672 - 8736,29,39465,0.74,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,3500 - 3999,672 - 8736,22,27238,0.82,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,1500 - 1999,672 - 8736,12,4456,2.71,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,2000 - 2499,672 - 8736,25,14621,1.72,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,2500 - 2999,672 - 8736,49,53028,0.93,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,3500 - 3999,672 - 8736,49,90840,0.54,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,4000 - 4499,672 - 8736,21,25869,0.82,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,2000 - 2499,672 - 8736,17,10854,1.58,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,2500 - 2999,672 - 8736,30,41972,0.72,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,3000 - 3499,672 - 8736,35,102678,0.34,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,3500 - 3999,672 - 8736,34,82635,0.41,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,College Graduate or Higher,2500 - 2999,672 - 8736,13,41269,0.32,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,College Graduate or Higher,3500 - 3999,672 - 8736,16,90742,0.18,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Incomplete,2500 - 2999,672 - 8736,15,9613,1.57,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Incomplete,3000 - 3499,672 - 8736,12,19123,0.63,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Graduate,2500 - 2999,672 - 8736,27,34265,0.79,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Graduate,3000 - 3499,672 - 8736,32,76731,0.42,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,High School Graduate,3500 - 3999,672 - 8736,14,61986,0.23,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,Some College Education,2000 - 2499,672 - 8736,10,8869,1.13,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,Some College Education,2500 - 2999,672 - 8736,12,30790,0.39,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,Some College Education,3000 - 3499,672 - 8736,18,76063,0.24,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,Some College Education,3500 - 3999,672 - 8736,21,65594,0.32,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",30-34,College Graduate or Higher,2500 - 2999,672 - 8736,14,54680,0.26,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",35-39,High School Graduate,2500 - 2999,672 - 8736,11,17088,0.65,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",35-39,High School Graduate,3000 - 3499,672 - 8736,18,35058,0.52,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",35-39,Some College Education,2500 - 2999,672 - 8736,17,15085,1.13,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",35-39,Some College Education,3500 - 3999,672 - 8736,12,29410,0.41,2001
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",35-39,College Graduate or Higher,3000 - 3499,672 - 8736,23,70015,0.33,2001
Sudden infant death syndrome,15-19,Elementary School or Less,2000 - 2499,672 - 8736,10,2201,4.57,2001
Sudden infant death syndrome,15-19,Elementary School or Less,2500 - 2999,672 - 8736,17,8667,1.97,2001
Sudden infant death syndrome,15-19,Elementary School or Less,3000 - 3499,672 - 8736,10,16439,0.61,2001
Sudden infant death syndrome,15-19,High School Incomplete,1500 - 1999,672 - 8736,11,4219,2.62,2001
Sudden infant death syndrome,15-19,High School Incomplete,2000 - 2499,672 - 8736,33,14173,2.34,2001
Sudden infant death syndrome,15-19,High School Incomplete,2500 - 2999,672 - 8736,65,51240,1.28,2001
Sudden infant death syndrome,15-19,High School Incomplete,3000 - 3499,189 - 648,11,91098,0.12,2001
Sudden infant death syndrome,15-19,High School Incomplete,3000 - 3499,672 - 8736,83,91098,0.91,2001
Sudden infant death syndrome,15-19,High School Incomplete,3500 - 3999,672 - 8736,58,49318,1.18,2001
Sudden infant death syndrome,15-19,High School Graduate,2000 - 2499,672 - 8736,12,8310,1.45,2001
Sudden infant death syndrome,15-19,High School Graduate,2500 - 2999,672 - 8736,37,31639,1.18,2001
Sudden infant death syndrome,15-19,High School Graduate,3000 - 3499,672 - 8736,53,61307,0.87,2001
Sudden infant death syndrome,15-19,High School Graduate,3500 - 3999,672 - 8736,24,36531,0.66,2001
Sudden infant death syndrome,20-24,Elementary School or Less,3000 - 3499,672 - 8736,14,27383,0.52,2001
Sudden infant death syndrome,20-24,High School Incomplete,1500 - 1999,672 - 8736,12,3510,3.44,2001
Sudden infant death syndrome,20-24,High School Incomplete,2000 - 2499,672 - 8736,33,12140,2.74,2001
Sudden infant death syndrome,20-24,High School Incomplete,2500 - 2999,189 - 648,10,45078,0.22,2001
Sudden infant death syndrome,20-24,High School Incomplete,2500 - 2999,672 - 8736,74,45078,1.63,2001
Sudden infant death syndrome,20-24,High School Incomplete,3000 - 3499,189 - 648,11,84209,0.13,2001
Sudden infant death syndrome,20-24,High School Incomplete,3000 - 3499,672 - 8736,91,84209,1.07,2001
Sudden infant death syndrome,20-24,High School Incomplete,3500 - 3999,672 - 8736,43,49973,0.87,2001
Sudden infant death syndrome,20-24,High School Incomplete,4000 - 4499,672 - 8736,10,11540,0.87,2001
Sudden infant death syndrome,20-24,High School Graduate,1500 - 1999,672 - 8736,11,6562,1.69,2001
Sudden infant death syndrome,20-24,High School Graduate,2000 - 2499,672 - 8736,35,22204,1.59,2001
Sudden infant death syndrome,20-24,High School Graduate,2500 - 2999,672 - 8736,80,84258,0.94,2001
Sudden infant death syndrome,20-24,High School Graduate,4000 - 4499,672 - 8736,16,29416,0.55,2001
Sudden infant death syndrome,20-24,Some College Education,2000 - 2499,672 - 8736,13,10060,1.3,2001
Sudden infant death syndrome,20-24,Some College Education,2500 - 2999,672 - 8736,32,39410,0.82,2001
Sudden infant death syndrome,20-24,Some College Education,3000 - 3499,672 - 8736,32,89061,0.36,2001
Sudden infant death syndrome,20-24,Some College Education,3500 - 3999,672 - 8736,29,63668,0.46,2001
Sudden infant death syndrome,25-29,High School Incomplete,2000 - 2499,672 - 8736,10,5647,1.78,2001
Sudden infant death syndrome,25-29,High School Incomplete,2500 - 2999,672 - 8736,14,19373,0.73,2001
Sudden infant death syndrome,25-29,High School Incomplete,3000 - 3499,672 - 8736,22,39465,0.56,2001
Sudden infant death syndrome,25-29,High School Incomplete,3500 - 3999,672 - 8736,14,27238,0.52,2001
Sudden infant death syndrome,25-29,High School Graduate,2000 - 2499,672 - 8736,16,14621,1.1,2001
Sudden infant death syndrome,25-29,High School Graduate,2500 - 2999,672 - 8736,29,53028,0.55,2001
Sudden infant death syndrome,25-29,High School Graduate,3500 - 3999,672 - 8736,33,90840,0.37,2001
Sudden infant death syndrome,25-29,High School Graduate,4000 - 4499,672 - 8736,14,25869,0.54,2001
Sudden infant death syndrome,25-29,Some College Education,2000 - 2499,672 - 8736,10,10854,0.93,2001
Sudden infant death syndrome,25-29,Some College Education,2500 - 2999,672 - 8736,22,41972,0.53,2001
Sudden infant death syndrome,25-29,Some College Education,3000 - 3499,672 - 8736,27,102678,0.26,2001
Sudden infant death syndrome,25-29,Some College Education,3500 - 3999,672 - 8736,23,82635,0.28,2001
Sudden infant death syndrome,25-29,College Graduate or Higher,3500 - 3999,672 - 8736,13,90742,0.14,2001
Sudden infant death syndrome,30-34,High School Graduate,2500 - 2999,672 - 8736,18,34265,0.53,2001
Sudden infant death syndrome,30-34,High School Graduate,3000 - 3499,672 - 8736,26,76731,0.34,2001
Sudden infant death syndrome,30-34,Some College Education,3000 - 3499,672 - 8736,10,76063,0.13,2001
Sudden infant death syndrome,30-34,Some College Education,3500 - 3999,672 - 8736,12,65594,0.18,2001
Sudden infant death syndrome,30-34,College Graduate or Higher,2500 - 2999,672 - 8736,10,54680,0.18,2001
Sudden infant death syndrome,35-39,High School Graduate,3000 - 3499,672 - 8736,11,35058,0.32,2001
Sudden infant death syndrome,35-39,Some College Education,2500 - 2999,672 - 8736,10,15085,0.67,2001
Sudden infant death syndrome,35-39,College Graduate or Higher,3000 - 3499,672 - 8736,14,70015,0.2,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2000 - 2499,672 - 8736,18,14173,1.28,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,2500 - 2999,672 - 8736,43,51240,0.84,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3000 - 3499,672 - 8736,38,91098,0.42,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Incomplete,3500 - 3999,672 - 8736,19,49318,0.39,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2000 - 2499,672 - 8736,10,8310,1.21,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,2500 - 2999,672 - 8736,17,31639,0.54,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15-19,High School Graduate,3000 - 3499,672 - 8736,34,61307,0.56,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,2500 - 2999,672 - 8736,25,45078,0.56,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,3000 - 3499,672 - 8736,33,84209,0.39,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Incomplete,3500 - 3999,672 - 8736,29,49973,0.58,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2000 - 2499,672 - 8736,19,22204,0.86,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,High School Graduate,2500 - 2999,672 - 8736,37,84258,0.44,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,2500 - 2999,672 - 8736,14,39410,0.36,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",20-24,Some College Education,3000 - 3499,672 - 8736,21,89061,0.24,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Incomplete,2500 - 2999,672 - 8736,10,19373,0.52,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,2500 - 2999,672 - 8736,20,53028,0.38,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,High School Graduate,3500 - 3999,672 - 8736,16,90840,0.18,2001
"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",25-29,Some College Education,3500 - 3999,672 - 8736,11,82635,0.13,2001
External causes of mortality,15-19,High School Incomplete,2000 - 2499,672 - 8736,14,14173,0.99,2001
External causes of mortality,15-19,High School Incomplete,2500 - 2999,672 - 8736,53,51240,1.04,2001
External causes of mortality,15-19,High School Incomplete,3000 - 3499,672 - 8736,71,91098,0.78,2001
External causes of mortality,15-19,High School Incomplete,3500 - 3999,672 - 8736,33,49318,0.67,2001
External causes of mortality,15-19,High School Graduate,2500 - 2999,672 - 8736,22,31639,0.7,2001
External causes of mortality,15-19,High School Graduate,3000 - 3499,672 - 8736,29,61307,0.48,2001
External causes of mortality,15-19,High School Graduate,3500 - 3999,672 - 8736,22,36531,0.61,2001
External causes of mortality,20-24,High School Incomplete,2000 - 2499,672 - 8736,18,12140,1.49,2001
External causes of mortality,20-24,High School Incomplete,2500 - 2999,672 - 8736,40,45078,0.89,2001
External causes of mortality,20-24,High School Incomplete,3000 - 3499,672 - 8736,64,84209,0.77,2001
External causes of mortality,20-24,High School Incomplete,3500 - 3999,672 - 8736,20,49973,0.4,2001
External causes of mortality,20-24,High School Graduate,2000 - 2499,672 - 8736,10,22204,0.45,2001
External causes of mortality,20-24,High School Graduate,2500 - 2999,672 - 8736,44,84258,0.53,2001
External causes of mortality,20-24,Some College Education,2500 - 2999,672 - 8736,12,39410,0.31,2001
External causes of mortality,20-24,Some College Education,3000 - 3499,672 - 8736,17,89061,0.19,2001
External causes of mortality,20-24,Some College Education,3500 - 3999,672 - 8736,16,63668,0.25,2001
External causes of mortality,25-29,High School Incomplete,2500 - 2999,672 - 8736,10,19373,0.52,2001
External causes of mortality,25-29,High School Incomplete,3000 - 3499,672 - 8736,17,39465,0.43,2001
